gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end
ZKSCAN2	chr16	25236001	25257845	-	25257881	25257931
ZKSCAN3	chr6	28349947	28369172	+	28349913	28349963
ZKSCAN4	chr6	28241697	28252269	-	28252174	28252224
ZKSCAN5	chr7	99504662	99534700	+	99504650	99504700
ZKSCAN7	chr3	44555193	44594173	+	44557356	44557406
ZKSCAN8	chr6	28141883	28159460	+	28141909	28141959
ZKSCAN8P1	chr6	28161769	28169594	+	28162417	28162467
ZMAT2	chr5	140698680	140706686	+	140698679	140698729
ZMAT3	chr3	178960121	179072215	-	179072229	179072279
ZMAT4	chr8	40530590	40897833	-	40897774	40897833
ZMAT5	chr22	29730956	29767011	-	29766961	29767011
ZMIZ1	chr10	79068966	79316519	+	79277178	79277228
ZMIZ2	chr7	44748581	44769881	+	44759950	44760000
ZMYM2	chr13	19958677	20091829	+	19958707	19958757
ZMYM5	chr13	19823482	19863649	-	19863474	19863524
ZMYND10	chr3	50341110	50345732	-	50345682	50345732
ZMYND11	chr10	134465	254637	+	135483	135533
ZMYND15	chr17	4739833	4746119	+	4740014	4740050
ZMYND19	chr9	137582081	137590512	-	137590440	137590490
ZMYND8	chr20	47209214	47356889	-	47351827	47351877
ZNF10	chr12	133130575	133159465	+	133150986	133151036
ZNF100	chr19	21722771	21767579	-	21767578	21767628
ZNF101	chr19	19668796	19683509	+	19676140	19676190
ZNF106	chr15	42412823	42491141	-	42457506	42457556
ZNF107	chr7	64666099	64711577	+	64666132	64666182
ZNF112	chr19	44326555	44367217	-	44356632	44356682
ZNF114	chr19	48270081	48287608	+	48270101	48270151
ZNF117	chr7	64971772	65006684	-	64982069	64982119
ZNF12	chr7	6688433	6706947	-	6706486	6706536
ZNF121	chr19	9560329	9584504	-	9584483	9584533
ZNF131	chr5	43065176	43192021	+	43120882	43120932
ZNF132	chr19	58432814	58440153	-	58435534	58435584
ZNF133	chr20	18288283	18316996	+	18288510	18288578
ZNF134	chr19	57614233	57624724	+	57614232	57614287
ZNF135	chr19	58059239	58086310	+	58059238	58059288
ZNF136	chr19	12163064	12189871	+	12163063	12163165
ZNF138	chr7	64794388	64833681	+	64794489	64794539
ZNF14	chr19	19710472	19733112	-	19733047	19733097
ZNF140	chr12	133080474	133107526	+	133080915	133080965
ZNF141	chr4	337814	384868	+	337813	337863
ZNF142	chr2	218633329	218659655	-	218659489	218659539
ZNF143	chr11	9460319	9528524	+	9460318	9460368
ZNF146	chr19	36214602	36238771	+	36215095	36215155
ZNF148	chr3	125225669	125375325	-	125375304	125375354
ZNF154	chr19	57696275	57709204	-	57709144	57709194
ZNF155	chr19	43967862	43998326	+	43984169	43984219
ZNF16	chr8	144930358	144950888	-	144950545	144950595
ZNF160	chr19	53066606	53103434	-	53103373	53103423
ZNF165	chr6	28080568	28089563	+	28080974	28081024
ZNF169	chr9	94259298	94301829	+	94259310	94259345
ZNF17	chr19	57411161	57421934	+	57411162	57411213
ZNF174	chr16	3401215	3409364	+	3401234	3401270
ZNF175	chr19	51571283	51592510	+	51581367	51581417
ZNF177	chr19	9363020	9382617	+	9378268	9378318
ZNF18	chr17	11977439	11997475	-	11992867	11992917
ZNF180	chr19	44474428	44500524	-	44500474	44500524
ZNF181	chr19	34734155	34745378	+	34734193	34734295
ZNF184	chr6	27450743	27473118	-	27473068	27473118
ZNF189	chr9	101398851	101410660	+	101398872	101398922
ZNF19	chr16	71464555	71565089	-	71478949	71478999
ZNF195	chr11	3339261	3379222	-	3379168	3379218
ZNF197	chr3	44584888	44648471	+	44625018	44625068
ZNF2	chr2	95165432	95184317	+	95165788	95165838
ZNF20	chr19	12092843	12140355	-	12136850	12136874
ZNF200	chr16	3222325	3236221	-	3227755	3227805
ZNF202	chr11	123723914	123741675	-	123741625	123741675
ZNF205	chr16	3112560	3120517	+	3112660	3112710
ZNF207	chr17	32350132	32381885	+	32362724	32362774
ZNF208	chr19	21932958	22010949	-	22010893	22010943
ZNF211	chr19	57630395	57644041	+	57633166	57633216
ZNF212	chr7	149239651	149255606	+	149239650	149239700
ZNF213	chr16	3129777	3142804	+	3135132	3135187
ZNF214	chr11	6997085	7020346	-	7020292	7020368
ZNF215	chr11	6926404	7001004	+	6926403	6926472
ZNF217	chr20	53567071	53609907	-	53608842	53608892
ZNF219	chr14	21090077	21104722	-	21094485	21094535
ZNF22	chr10	45000923	45005326	+	45000474	45000524
ZNF221	chr19	43951223	43967709	+	43962722	43962772
ZNF222	chr19	44025342	44033110	+	44025341	44025391
ZNF223	chr19	44051367	44067999	+	44052008	44052058
ZNF224	chr19	44094361	44109886	+	44094338	44094388
ZNF225	chr19	44112181	44134822	+	44113414	44113466
ZNF226	chr19	44165073	44178381	+	44165106	44165142
ZNF227	chr19	44207547	44237268	+	44212527	44212577
ZNF229	chr19	44417519	44448578	-	44448427	44448477
ZNF23	chr16	71447597	71463095	-	71462209	71462252
ZNF230	chr19	44002957	44013924	+	44002947	44002997
ZNF232	chr17	5105541	5123116	-	5123066	5123116
ZNF233	chr19	44259880	44275317	+	44259879	44259929
ZNF234	chr19	44141554	44160313	+	44141605	44141655
ZNF235	chr19	44228729	44305046	-	44303389	44303432
ZNF236	chr18	76822557	76972901	+	76898091	76898141
ZNF239	chr10	43556344	43574618	-	43574568	43574618
ZNF24	chr18	35332227	35345482	-	35342625	35342675
ZNF248	chr10	37776526	37858106	-	37857560	37857636
ZNF25	chr10	37949573	37976647	-	37976542	37976627
ZNF250	chr8	144876497	144902168	-	144902118	144902168
ZNF251	chr8	144724139	144759649	-	144755555	144755605
ZNF253	chr19	19865882	19894674	+	19865885	19865935
ZNF254	chr19	24033405	24129968	+	24087159	24087209
ZNF256	chr19	57940833	57947706	-	57947625	57947675
ZNF257	chr19	22052430	22091480	+	22052488	22052538
ZNF26	chr12	132986365	133032952	+	133026551	133026601
ZNF260	chr19	36510687	36528271	-	36525249	36525299
ZNF263	chr16	3263800	3301401	+	3290402	3290452
ZNF264	chr19	57191500	57222846	+	57191499	57191572
ZNF266	chr19	9412429	9435573	-	9420695	9420745
ZNF267	chr16	31873807	31917357	+	31874065	31874115
ZNF268	chr12	133181409	133214832	+	133191454	133191504
ZNF273	chr7	64870172	64930981	+	64903252	64903302
ZNF274	chr19	58183029	58213562	+	58183062	58183121
ZNF276	chr16	89720400	89740925	+	89731525	89731575
ZNF277	chr7	112206695	112343934	+	112206694	112206744
ZNF28	chr19	52797408	52857600	-	52810397	52810447
ZNF280A	chr22	22522841	22529375	-	22520220	22520270
ZNF280B	chr22	22484421	22508742	-	22508683	22508733
ZNF280D	chr15	56630176	56734086	-	56733480	56733530
ZNF282	chr7	149195546	149226238	+	149206635	149206685
ZNF283	chr19	43827321	43852017	+	43827291	43827404
ZNF284	chr19	44072159	44089613	+	44072143	44072193
ZNF285	chr19	44382298	44401608	-	44401567	44401608
ZNF286A	chr17	15699577	15720787	+	15699739	15699777
ZNF286A-TBC1D26	chr17	15699552	15745940	+	15699740	15699777
ZNF287	chr17	16546954	16569204	-	16569156	16569206
ZNF292	chr6	87152833	87265943	+	87233523	87233527
ZNF296	chr19	45071500	45076478	-	45076537	45076587
ZNF3	chr7	100064033	100082548	-	100081690	100081764
ZNF30	chr19	34926903	34945170	+	34933610	34933660
ZNF300	chr5	150894392	150904983	-	150904933	150904983
ZNF302	chr19	34677639	34686397	+	34677661	34677751
ZNF304	chr19	57351271	57359898	+	57351306	57351356
ZNF311	chr6	28994770	29005301	-	29005266	29005316
ZNF316	chr7	6637318	6658279	+	6641884	6641934
ZNF317	chr19	9140397	9163424	+	9158071	9158075
ZNF318	chr6	43307134	43369647	-	43369428	43369478
ZNF319	chr16	57994676	58000672	-	58000403	58000453
ZNF32	chr10	43643860	43648881	-	43646225	43646275
ZNF320	chr19	52860851	52897693	-	52897647	52897693
ZNF322	chr6	26634383	26659752	-	26659702	26659752
ZNF324	chr19	58467056	58475436	+	58467044	58467105
ZNF324B	chr19	58451611	58457833	+	58451603	58451653
ZNF329	chr19	58126248	58155110	-	58155017	58155110
ZNF330	chr4	141220887	141234697	+	141220886	141220936
ZNF331	chr19	53519527	53580269	+	53521023	53521073
ZNF333	chr19	14689801	14733746	+	14693450	14693494
ZNF334	chr20	46499630	46513559	-	46513509	46513559
ZNF335	chr20	45948660	45972203	-	45968808	45968858
ZNF337	chr20	25673195	25696853	-	25686907	25686957
ZNF33A	chr10	38010650	38065088	+	38010649	38010704
ZNF33B	chr10	42574185	42638570	-	42638518	42638568
ZNF34	chr8	144772224	144787345	-	144787278	144787345
ZNF341	chr20	33731657	33792269	+	33732001	33732051
ZNF343	chr20	2481817	2524702	-	2524472	2524522
ZNF345	chr19	36850361	36913029	+	36850875	36850925
ZNF346	chr5	177022696	177081189	+	177022903	177022913
ZNF347	chr19	53124072	53159075	-	53149485	53149535
ZNF35	chr3	44648732	44660791	+	44648726	44648776
ZNF350	chr19	51964340	51986856	-	51986806	51986856
ZNF354A	chr5	178711512	178730659	-	178729333	178729383
ZNF354B	chr5	178859953	178888122	+	178860686	178860736
ZNF354C	chr5	179060373	179083977	+	179060414	179060464
ZNF358	chr19	7515292	7521025	+	7516117	7516167
ZNF365	chr10	62374192	62480288	+	62374352	62374402
ZNF366	chr5	72439903	72507410	-	72507343	72507393
ZNF367	chr9	96385941	96418370	-	96418279	96418329
ZNF37A	chr10	38094334	38150293	+	38094335	38094385
ZNF382	chr19	36604817	36634114	+	36628792	36628842
ZNF383	chr19	37217926	37248740	+	37217925	37217975
ZNF384	chr12	6666477	6689572	-	6689249	6689299
ZNF385A	chr12	54369133	54391298	-	54385718	54385768
ZNF385B	chr2	179441982	179861612	-	179536453	179536503
ZNF385C	chr17	42025576	42098479	-	42028081	42028131
ZNF385D	chr3	21412218	22373321	-	21431074	21431124
ZNF391	chr6	27374615	27403908	+	27388991	27389041
ZNF394	chr7	99473877	99504857	-	99500274	99500324
ZNF395	chr8	28345590	28402701	-	28386416	28386466
ZNF396	chr18	35366694	35377337	-	35377287	35377337
ZNF397	chr18	35241030	35267133	+	35241029	35241079
ZNF398	chr7	149126416	149183042	+	149147475	149147525
ZNF404	chr19	43872365	43901385	-	43901335	43901385
ZNF407	chr18	74597870	75065671	+	74631019	74631069
ZNF408	chr11	46701030	46705912	+	46701207	46701257
ZNF410	chr14	73886617	73932521	+	73886858	73886908
ZNF414	chr19	8509678	8514167	-	8514114	8514164
ZNF415	chr19	53107879	53133077	-	53132870	53132920
ZNF416	chr19	57571566	57578911	-	57578877	57578927
ZNF417	chr19	57900296	57916610	-	57916559	57916609
ZNF418	chr19	57921882	57935402	-	57935337	57935393
ZNF419	chr19	57487711	57496098	+	57487721	57487771
ZNF420	chr19	37007857	37130368	+	37078417	37078482
ZNF423	chr16	49487524	49857919	-	49640802	49640852
ZNF425	chr7	149102784	149126324	-	149112346	149112396
ZNF426	chr19	9523223	9538645	-	9538577	9538627
ZNF428	chr19	43607224	43619629	-	43619578	43619628
ZNF429	chr19	21496682	21556270	+	21541763	21541813
ZNF43	chr19	21804946	21852125	-	21836137	21836187
ZNF430	chr19	21027036	21043218	+	21020633	21020699
ZNF431	chr19	21142024	21196053	+	21142023	21142073
ZNF432	chr19	52031378	52095738	-	52048714	52048764
ZNF433	chr19	12014715	12035741	-	12035646	12035710
ZNF438	chr10	30820207	31031937	-	31031887	31031937
ZNF439	chr19	11848726	11883750	+	11848811	11848861
ZNF44	chr19	12224686	12294883	-	12294830	12294880
ZNF440	chr19	11814273	11835216	+	11814343	11814393
ZNF441	chr19	11767000	11784078	+	11766999	11767049
ZNF442	chr19	12345944	12365905	-	12365611	12365661
ZNF443	chr19	12429706	12441021	-	12440971	12441021
ZNF444	chr19	56132599	56160893	+	56141302	56141352
ZNF445	chr3	44431705	44477670	-	44455650	44455700
ZNF446	chr19	58474017	58481230	+	58476427	58476477
ZNF45	chr19	43912624	43935282	-	43919689	43919739
ZNF451	chr6	57086844	57170305	+	57090138	57090218
ZNF454	chr5	178941191	178966433	+	178941190	178941272
ZNF460	chr19	57280051	57294069	+	57280484	57280534
ZNF461	chr19	36636618	36666853	-	36666787	36666853
ZNF462	chr9	106863166	107013634	+	106938976	106939026
ZNF467	chr7	149764182	149773588	-	149773169	149773479
ZNF468	chr19	52838010	52857649	-	52857599	52857649
ZNF469	chr16	88382959	88440757	+	88427470	88427520
ZNF470	chr19	56567468	56588911	+	56567648	56567698
ZNF471	chr19	56507850	56530221	+	56507842	56507899
ZNF473	chr19	50025714	50053414	+	50026039	50026089
ZNF474	chr5	122129546	122153569	+	122129559	122129609
ZNF479	chr7	57117676	57139864	-	57139814	57139864
ZNF48	chr16	30378106	30400108	+	30378313	30378363
ZNF480	chr19	52297169	52325922	+	52297176	52297223
ZNF483	chr9	111525159	111577844	+	111525188	111525238
ZNF484	chr9	92844182	92878038	-	92877988	92878038
ZNF485	chr10	43606419	43617904	+	43606418	43606475
ZNF486	chr19	20167214	20200488	+	20167227	20167277
ZNF487	chr10	43436841	43483181	+	43436840	43436890
ZNF488	chr10	47365496	47384293	-	47384223	47384273
ZNF490	chr19	12576100	12640098	-	12640064	12640098
ZNF491	chr19	11797667	11809622	+	11798575	11798637
ZNF492	chr19	22634324	22667671	+	22634323	22634373
ZNF493	chr19	21397119	21427577	+	21397118	21397168
ZNF497	chr19	58354357	58362848	-	58362704	58362848
ZNF500	chr16	4748239	4767624	-	4767166	4767218
ZNF501	chr3	44729592	44737079	+	44729623	44729673
ZNF502	chr3	44712639	44723827	+	44712642	44712695
ZNF503	chr10	75397830	75401764	-	75401856	75401906
ZNF506	chr19	19785839	19821751	-	19821701	19821751
ZNF507	chr19	32345594	32387667	+	32345593	32345674
ZNF510	chr9	96754553	96778129	-	96778079	96778129
ZNF511	chr10	133308914	133313162	+	133308940	133308990
ZNF512	chr2	27582969	27623217	+	27582968	27583018
ZNF512B	chr20	63956704	63969930	-	63969815	64048758
ZNF513	chr2	27377235	27380790	-	27378943	27378993
ZNF514	chr2	95145000	95165413	-	95159287	95159337
ZNF516	chr18	76357682	76495242	-	76490729	76490779
ZNF517	chr8	144798876	144811169	+	144802887	144802937
ZNF518A	chr10	96129715	96205288	+	96130055	96130105
ZNF518B	chr4	10439880	10457426	-	10457360	10457410
ZNF519	chr18	14057457	14132490	-	14106389	14106439
ZNF521	chr18	25061924	25352190	-	25352140	25352190
ZNF524	chr19	55600022	55603138	+	55600021	55600071
ZNF525	chr19	53365693	53392217	+	53379380	53379430
ZNF526	chr19	42220312	42228201	+	42220270	42220320
ZNF527	chr19	37371061	37393066	+	37371158	37371208
ZNF528	chr19	52397849	52418412	+	52397848	52397898
ZNF529	chr19	36534774	36605276	-	36605226	36605276
ZNF530	chr19	57599885	57612722	+	57599884	57599934
ZNF532	chr18	58862600	58986480	+	58948183	58948229
ZNF534	chr19	52429148	52452315	+	52431413	52431463
ZNF536	chr19	30228290	30713538	+	30228289	30228339
ZNF540	chr19	37551406	37614179	+	37594875	37594925
ZNF541	chr19	47520690	47573148	-	47545250	47545300
ZNF543	chr19	57320472	57330770	+	57320508	57320558
ZNF544	chr19	58228594	58277495	+	58229464	58229514
ZNF546	chr19	39984134	40021038	+	39997035	39997085
ZNF547	chr19	57363477	57379565	+	57371628	57371678
ZNF548	chr19	57389850	57402992	+	57390282	57390332
ZNF549	chr19	57527325	57557542	+	57527392	57527470
ZNF550	chr19	57535257	57559863	-	57559810	57559860
ZNF551	chr19	57681969	57717301	+	57681968	57682018
ZNF552	chr19	57803841	57814913	-	57814863	57814913
ZNF554	chr19	2819868	2836735	+	2819873	2819923
ZNF555	chr19	2841437	2860471	+	2841443	2841493
ZNF556	chr19	2867335	2883445	+	2867334	2867384
ZNF557	chr19	7069703	7087968	+	7069704	7069754
ZNF558	chr19	8806170	8832314	-	8832254	8832328
ZNF559	chr19	9323772	9351162	+	9324178	9324228
ZNF559-ZNF177	chr19	9324174	9382617	+	9324176	9324228
ZNF560	chr19	9466355	9498616	-	9469842	9469892
ZNF561	chr19	9604680	9621236	-	9621186	9621236
ZNF562	chr19	9641807	9675100	-	9675032	9675082
ZNF563	chr19	12317477	12333720	-	12333479	12333502
ZNF564	chr19	12525373	12551542	-	12551479	12551529
ZNF565	chr19	36182276	36246257	-	36214621	36214673
ZNF566	chr19	36445119	36489902	-	36489511	36489561
ZNF567	chr19	36687612	36727701	+	36712439	36712489
ZNF568	chr19	36916329	36998700	+	36916328	36916390
ZNF569	chr19	37411155	37469275	-	37467179	37467229
ZNF57	chr19	2900928	2918473	+	2915444	2915494
ZNF570	chr19	37467585	37488652	+	37469570	37469620
ZNF571	chr19	37554782	37594792	-	37594740	37594790
ZNF572	chr8	124973295	124979389	+	124973297	124973347
ZNF573	chr19	37735833	37817300	-	37817220	37817270
ZNF574	chr19	42068477	42081552	+	42070365	42070415
ZNF575	chr19	43525497	43536130	+	43532963	43533013
ZNF576	chr19	43596392	43601157	+	43596479	43596529
ZNF577	chr19	51804816	51890950	-	51878792	51878842
ZNF578	chr19	52453553	52516882	+	52453575	52453607
ZNF579	chr19	55576774	55580848	-	55580795	55580845
ZNF580	chr19	55635016	55643470	+	55642096	55642146
ZNF581	chr19	55635459	55645623	+	55643809	55643840
ZNF582	chr19	56375846	56393538	-	56393495	56393545
ZNF583	chr19	56397966	56436035	+	56404013	56404063
ZNF584	chr19	58401504	58418327	+	58408673	58408723
ZNF585A	chr19	37106734	37172741	-	37172386	37172436
ZNF585B	chr19	37181579	37218153	-	37210499	37210549
ZNF586	chr19	57769655	57819939	+	57769654	57769704
ZNF587	chr19	57849859	57865117	+	57849856	57849906
ZNF587B	chr19	57819721	57846238	+	57830294	57830362
ZNF589	chr3	48241100	48299253	+	48256586	48256636
ZNF592	chr15	84748592	84806445	+	84803733	84803783
ZNF594	chr17	5179535	5191868	-	5184347	5184397
ZNF595	chr4	53286	88208	+	53328	53378
ZNF596	chr8	232137	264703	+	232183	232233
ZNF597	chr16	3432414	3443504	-	3443492	3443542
ZNF598	chr16	1997654	2009821	-	2009745	2009823
ZNF599	chr19	34758073	34773229	-	34773179	34773229
ZNF600	chr19	52749942	52786807	-	52786741	52786791
ZNF605	chr12	132918306	132956306	-	132948565	132948615
ZNF606	chr19	57977076	58003349	-	58002777	58002827
ZNF607	chr19	37696371	37719761	-	37719740	37719790
ZNF608	chr5	124636913	124748807	-	124701219	124701269
ZNF609	chr15	64460578	64686068	+	64460741	64460791
ZNF610	chr19	52336243	52367778	+	52336244	52336294
ZNF611	chr19	52702813	52735073	-	52735000	52735049
ZNF613	chr19	51927147	51948759	+	51927146	51927196
ZNF614	chr19	52012765	52030240	-	52028299	52028349
ZNF615	chr19	51991332	52008230	-	52008167	52008230
ZNF616	chr19	52113091	52139938	-	52139872	52139922
ZNF618	chr9	113876282	114056593	+	114027920	114027970
ZNF619	chr3	40477113	40491053	+	40477112	40477162
ZNF620	chr3	40477131	40518736	+	40506107	40506138
ZNF621	chr3	40524878	40574685	+	40524982	40525032
ZNF622	chr5	16451519	16465800	-	16465742	16465792
ZNF623	chr8	143621803	143641845	+	143636012	143636062
ZNF624	chr17	16620734	16653856	-	16624737	16624787
ZNF625	chr19	12142090	12156734	-	12156664	12156729
ZNF625-ZNF20	chr19	12132117	12156731	-	12156681	12156731
ZNF626	chr19	20619939	20661596	-	20661543	20661596
ZNF627	chr19	11559374	11619161	+	11597419	11597469
ZNF628	chr19	55476617	55484487	+	55481196	55481246
ZNF629	chr16	30778456	30787205	-	30787152	30787202
ZNF638	chr2	71276561	71435069	+	71331761	71331811
ZNF639	chr3	179323031	179338583	+	179322990	179323040
ZNF641	chr12	48337180	48351414	-	48350785	48350804
ZNF646	chr16	31074422	31084196	+	31074421	31074471
ZNF649	chr19	51889235	51905040	-	51897169	51897219
ZNF652	chr17	49289206	49362473	-	49361943	49361993
ZNF653	chr19	11483427	11505839	-	11505134	11505184
ZNF654	chr3	88059255	88144660	+	88139103	88139153
ZNF655	chr7	99558406	99576453	+	99558825	99558875
ZNF658	chr9	66856426	66932141	+	66900736	66900786
ZNF66	chr19	20776304	20809995	+	20776303	20776353
ZNF660	chr3	44578223	44599694	+	44584961	44585007
ZNF662	chr3	42906142	42919334	+	42906173	42906223
ZNF664	chr12	123971845	124015439	+	123997705	123997755
ZNF665	chr19	53159213	53193386	-	53193336	53193386
ZNF667	chr19	56439325	56478065	-	56475851	56475901
ZNF668	chr16	31060843	31074240	-	31065038	31065088
ZNF671	chr19	57719751	57727624	-	57727574	57727624
ZNF675	chr19	23525631	23687220	-	23687170	23687220
ZNF676	chr19	22179091	22215686	-	22196901	22196951
ZNF677	chr19	53235381	53254898	-	53254833	53254879
ZNF679	chr7	64228474	64266931	+	64228473	64228523
ZNF680	chr7	64519878	64563075	-	64563025	64563075
ZNF681	chr19	23739195	23758891	-	23758841	23758891
ZNF682	chr19	19997058	20039505	-	20039226	20039276
ZNF688	chr16	30569672	30572734	-	30571585	30571635
ZNF689	chr16	30602558	30624012	-	30610336	30610386
ZNF69	chr19	11887782	11914329	+	11887783	11887833
ZNF696	chr8	143289676	143299952	+	143290909	143290959
ZNF699	chr19	9291140	9309838	-	9309788	9309838
ZNF7	chr8	144827518	144847509	+	144827576	144827609
ZNF70	chr22	23738682	23751112	-	23751042	23751092
ZNF700	chr19	11925068	11950773	+	11946753	11946803
ZNF701	chr19	52555822	52587174	+	52570663	52570713
ZNF703	chr8	37695782	37700019	+	37695750	37695800
ZNF704	chr8	80628451	80874781	-	80640645	80640695
ZNF705A	chr12	8157034	8188537	+	8157033	8157083
ZNF705B	chr8	7462876	7466132	+	7926336	7926386
ZNF705D	chr8	12104389	12115516	+	12108171	12108205
ZNF705G	chr8	7355517	7385558	-	7385508	7385558
ZNF706	chr8	101177878	101206193	-	101204651	101204701
ZNF707	chr8	143684452	143713898	+	143684461	143684511
ZNF708	chr19	21291160	21329425	-	21329332	21329425
ZNF709	chr19	12461184	12513854	-	12513804	12513854
ZNF71	chr19	56595300	56626481	+	56595263	56595349
ZNF710	chr15	90001324	90082206	+	90068013	90068063
ZNF713	chr7	55887456	55942530	+	55912637	55912687
ZNF714	chr19	21082159	21125270	+	21082198	21082248
ZNF716	chr7	57450177	57473559	+	57450176	57450226
ZNF717	chr3	75678660	75785583	-	75785533	75785583
ZNF718	chr4	124501	202303	+	124537	124587
ZNF721	chr4	425815	499156	-	474092	474142
ZNF723	chr19	22832291	22858667	+	22832200	22832250
ZNF724	chr19	23221599	23250394	-	23250340	23250390
ZNF726	chr19	23914876	23945159	+	23914881	23914968
ZNF727	chr7	64045434	64085339	+	64045442	64045492
ZNF728	chr19	22974883	23003176	-	23003126	23003176
ZNF729	chr19	22286441	22317176	+	22286407	22286457
ZNF730	chr19	23075210	23147221	+	23075209	23075259
ZNF732	chr4	270675	305474	-	305307	305321
ZNF735	chr7	64207090	64220508	+	64207089	64207139
ZNF736	chr7	64307459	64356634	+	64310058	64310108
ZNF737	chr19	20535825	20565809	-	20565759	20565809
ZNF738	chr19	21358930	21388582	+	21358929	21358979
ZNF74	chr22	20394115	20408461	+	20394160	20394210
ZNF740	chr12	53180704	53195142	+	53180699	53180749
ZNF746	chr7	149472696	149497817	-	149497767	149497817
ZNF747	chr16	30530367	30535347	-	30535297	30535347
ZNF749	chr19	57435325	57447101	+	57435328	57435378
ZNF750	chr17	82829434	82840022	-	82839972	82840022
ZNF75A	chr16	3305406	3318852	+	3305405	3305455
ZNF76	chr6	35258909	35295985	+	35258981	35259031
ZNF761	chr19	53431984	53461862	+	53431992	53432028
ZNF763	chr19	11965037	11980617	+	11965036	11965103
ZNF764	chr16	30553764	30558374	-	30558161	30558498
ZNF765	chr19	53389793	53430413	+	53395143	53395193
ZNF766	chr19	52269587	52296046	+	52269570	52269620
ZNF768	chr16	30524004	30526821	-	30526771	30526821
ZNF77	chr19	2933218	2944971	-	2944921	2944971
ZNF770	chr15	34978341	34988287	-	34988237	34988287
ZNF771	chr16	30407414	30431108	+	30408030	30408080
ZNF772	chr19	57466663	57477570	-	57477520	57477570
ZNF773	chr19	57499915	57518404	+	57499914	57499964
ZNF774	chr15	90352284	90369146	+	90352302	90352352
ZNF775	chr7	150368790	150398630	+	150382695	150382745
ZNF776	chr19	57746815	57758148	+	57750803	57750853
ZNF777	chr7	149431363	149461062	-	149461073	149461123
ZNF778	chr16	89217703	89237141	+	89217702	89217752
ZNF780A	chr19	40084419	40106205	-	40090905	40090938
ZNF780B	chr19	40043527	40071498	-	40056155	40056205
ZNF781	chr19	37667751	37692315	-	37692272	37692322
ZNF782	chr9	96816269	96875623	-	96854310	96854360
ZNF783	chr7	149262171	149297302	+	149262214	149262264
ZNF784	chr19	55620741	55624566	-	55624551	55624601
ZNF785	chr16	30573740	30585769	-	30582754	30582804
ZNF786	chr7	149069641	149090782	-	149090689	149090782
ZNF787	chr19	56087366	56121295	-	56103434	56103484
ZNF789	chr7	99472890	99503650	+	99472889	99472939
ZNF79	chr9	127424374	127445372	+	127424381	127424431
ZNF790	chr19	36817428	36850787	-	36850737	36850787
ZNF791	chr19	12610918	12633840	+	12610917	12610967
ZNF792	chr19	34956354	34964229	-	34960653	34960703
ZNF793	chr19	37506939	37548762	+	37506938	37506966
ZNF799	chr19	12390016	12401271	-	12401221	12401271
ZNF8	chr19	58278955	58302791	+	58278950	58279000
ZNF80	chr3	114234631	114237578	-	114237528	114237578
ZNF800	chr7	127346790	127431924	-	127392668	127392718
ZNF804A	chr2	184598529	184939492	+	184866364	184866414
ZNF804B	chr7	88759700	89338528	+	89218153	89218203
ZNF805	chr19	57240632	57262728	+	57240684	57240734
ZNF808	chr19	52527652	52564464	+	52527662	52527711
ZNF813	chr19	53467733	53496255	+	53467734	53467784
ZNF814	chr19	57848731	57889074	-	57888987	57889037
ZNF816	chr19	52949379	52962911	-	52962832	52962882
ZNF816-ZNF321P	chr19	52928475	52962823	-	52962773	52962823
ZNF821	chr16	71859680	71895336	-	71884140	71884190
ZNF823	chr19	11721265	11739009	-	11738895	11738945
ZNF827	chr4	145757627	145938823	-	145938421	145938471
ZNF829	chr19	36888124	36916291	-	36915971	36916021
ZNF83	chr19	52594060	52690504	-	52637036	52637086
ZNF830	chr17	34961540	34963777	+	34962364	34962414
ZNF831	chr20	59123381	59259113	+	59191019	59191069
ZNF835	chr19	56661980	56671783	-	56671733	56671783
ZNF836	chr19	52153864	52171643	-	52171441	52171491
ZNF837	chr19	58367618	58381030	-	58381010	58381060
ZNF839	chr14	102317377	102342702	+	102317376	102317426
ZNF84	chr12	133037292	133063304	+	133037579	133037629
ZNF841	chr19	52064465	52095765	-	52094055	52094105
ZNF843	chr16	31432593	31443160	-	31442975	31443025
ZNF844	chr19	12064731	12081565	+	12064809	12064859
ZNF845	chr19	53333749	53356906	+	53333748	53333792
ZNF846	chr19	9751993	9793180	-	9793047	9793180
ZNF85	chr19	20923222	20950697	+	20923275	20923325
ZNF850	chr19	36714383	36772825	-	36772775	36772825
ZNF852	chr3	44494847	44510636	-	44510586	44510640
ZNF853	chr7	6615610	6624290	+	6615616	6615666
ZNF860	chr3	31981750	31991723	+	31981773	31981823
ZNF862	chr7	149838375	149867479	+	149850193	149850243
ZNF865	chr19	55605647	55617269	+	55615971	55616016
ZNF875	chr19	37312837	37369365	+	37334639	37334706
ZNF878	chr19	12043805	12052961	-	12052889	12052939
ZNF879	chr5	179023804	179035064	+	179023803	179023853
ZNF880	chr19	52369917	52385795	+	52369916	52369966
ZNF888	chr19	52904415	52923470	-	52923420	52923470
ZNF891	chr12	133104779	133130274	-	133130423	133130473
ZNF90	chr19	20077994	20127076	+	20077993	20078043
ZNF91	chr19	23304991	23395471	-	23395421	23395471
ZNF92	chr7	65373799	65401136	+	65373837	65373887
ZNF93	chr19	19900913	19963464	+	19900912	19900995
